INDV1,INDV2,N_AaAa,N_AAaa,N1_Aa,N2_Aa,RELATEDNESS_PHI
S0125,S0031,10,7,25,34,-0.0677966
S0125,S0032,8,4,25,43,0
S0125,S0033,16,11,25,38,-0.0952381
S0125,S0037,13,7,25,45,-0.0142857
S0125,S0038,13,6,25,32,0.0175439
S0125,S0039,14,11,25,34,-0.135593
S0125,S0040,14,12,25,36,-0.163934
S0125,S0041,12,10,25,45,-0.114286
S0125,S0042,13,13,25,40,-0.2
S0125,S0043,21,5,25,51,0.144737
S0125,S0044,14,11,25,33,-0.137931
S0125,S0045,9,11,25,38,-0.206349
S0125,S0051,7,15,25,24,-0.469388
S0125,S0052,15,5,25,36,0.0819672
S0125,S0053,13,11,25,27,-0.173077
S0125,S0054,12,3,25,50,0.08
S0125,S0055,10,3,25,35,0.0666667
S0125,S0056,9,13,25,28,-0.320755
S0125,S0057,16,18,25,33,-0.344828
S0125,S0062,8,11,25,38,-0.222222
S0125,S0063,11,7,25,38,-0.047619
S0125,S0065,12,7,25,36,-0.0327869
S0125,S0066,16,8,25,44,0
S0125,S0068,14,12,25,44,-0.144928
S0125,S0069,12,14,25,36,-0.262295
S0125,S0073,12,7,25,38,-0.031746
S0125,S0074,8,9,25,29,-0.185185
S0125,S0075,14,7,25,40,0
S0125,S0076,12,13,25,31,-0.25
S0125,S0077,7,15,25,26,-0.45098
S0125,S0078,15,5,25,45,0.0714286
S0125,S0079,14,7,25,38,0
S0125,S0080,14,11,25,41,-0.121212
S0125,S0081,15,9,25,45,-0.0428571
S0125,S0085,13,7,25,32,-0.0175439
S0125,S0087,11,9,25,35,-0.116667
S0125,S0088,11,17,25,29,-0.425926
S0125,S0089,18,6,25,48,0.0821918
S0125,S0090,14,12,25,35,-0.166667
S0125,S0091,13,9,25,39,-0.078125
S0125,S0092,10,13,25,35,-0.266667
S0125,S0093,8,3,25,40,0.0307692
S0125,S0099,10,9,25,35,-0.133333
S0125,S0101,13,9,25,39,-0.078125
S0125,S0102,8,11,25,37,-0.225806
S0125,S0103,9,5,25,38,-0.015873
S0125,S0104,16,14,25,35,-0.2
S0125,S0105,17,7,25,45,0.0428571
S0125,S0110,12,8,25,49,-0.0540541
S0125,S0111,12,7,25,42,-0.0298507
S0125,S0112,19,7,25,49,0.0675676
S0125,S0113,12,8,25,32,-0.0701754
S0125,S0114,15,12,25,40,-0.138462
S0125,S0116,8,8,25,28,-0.150943
S0125,S0117,8,7,25,29,-0.111111
S0125,S0121,14,2,25,68,0.107527
S0125,S0123,11,7,25,43,-0.0441176
S0125,S0124,15,7,25,47,0.0138889
S0125,S0125,25,0,25,25,0.5
S0125,S0126,12,9,25,34,-0.101695
S0125,S0127,7,15,25,32,-0.403509
S0125,S0128,12,8,25,37,-0.0645161
S0125,S0129,8,7,25,35,-0.1
S0125,S0134,8,5,25,47,-0.0277778
S0125,S0135,12,9,25,36,-0.0983607
S0125,S0136,11,17,25,28,-0.433962
S0125,S0137,13,10,25,38,-0.111111
S0125,S0138,14,7,25,36,0
S0125,S0139,10,9,25,37,-0.129032
S0125,S0141,14,10,25,35,-0.1
S0125,S0146,14,7,25,45,0
S0125,S0147,15,9,25,32,-0.0526316
S0125,S0148,13,13,25,40,-0.2
S0125,S0150,8,12,25,31,-0.285714
S0125,S0151,11,1,25,40,0.138462
S0125,S0152,6,5,25,27,-0.0769231
S0125,S0153,11,11,25,37,-0.177419
S0125,S0157,14,8,25,34,-0.0338983
S0125,S0158,10,5,25,35,0
S0125,S0159,15,8,25,35,-0.0166667
S0125,S0161,11,12,25,35,-0.216667
S0125,S0162,14,11,25,34,-0.135593
S0125,S0163,13,8,25,38,-0.047619
S0125,S0164,14,3,25,40,0.123077
S0125,S0165,9,9,25,39,-0.140625
S0125,S0169,11,12,25,35,-0.216667
S0125,S0170,8,5,25,34,-0.0338983
S0125,S0171,19,1,25,59,0.202381
S0125,S0172,13,8,25,45,-0.0428571
S0125,S0173,13,6,25,43,0.0147059
S0125,S0174,17,9,25,43,-0.0147059
S0125,S0175,12,8,25,26,-0.0784314
S0125,S0176,12,6,25,46,0
S0125,S0177,11,7,25,33,-0.0517241
S0125,S0181,10,8,25,32,-0.105263
S0125,S0182,12,9,25,41,-0.0909091
S0125,S0183,13,10,25,46,-0.0985915
S0125,S0184,16,11,25,44,-0.0869565
S0125,S0185,4,9,25,25,-0.28
S0125,S0186,11,10,25,37,-0.145161
S0125,S0187,14,7,25,31,0
S0125,S0188,10,10,25,30,-0.181818
S0125,S0189,9,5,25,40,-0.0153846
S0126,S0001,16,6,34,34,0.0588235
S0126,S0002,28,0,34,70,0.269231
S0126,S0004,12,6,34,31,0
S0126,S0005,16,7,34,44,0.025641
S0126,S0006,20,3,34,43,0.181818
S0126,S0007,7,9,34,30,-0.171875
S0126,S0008,14,7,34,38,0
S0126,S0009,17,10,34,28,-0.0483871
S0126,S0015,18,1,34,56,0.177778
S0126,S0016,21,8,34,40,0.0675676
S0126,S0017,19,4,34,40,0.148649
S0126,S0018,23,2,34,57,0.208791
S0126,S0019,14,3,34,38,0.111111
S0126,S0020,16,6,34,38,0.0555556
S0126,S0021,17,12,34,33,-0.104478
S0126,S0025,18,5,34,44,0.102564
S0126,S0026,17,6,34,33,0.0746269
S0126,S0027,18,7,34,37,0.056338
S0126,S0028,17,4,34,40,0.121622
S0126,S0029,10,7,34,32,-0.0606061
S0126,S0030,12,11,34,31,-0.153846
S0126,S0031,12,8,34,34,-0.0588235
S0126,S0032,17,6,34,43,0.0649351
S0126,S0033,21,12,34,38,-0.0416667
S0126,S0037,21,4,34,45,0.164557
S0126,S0038,18,6,34,32,0.0909091
S0126,S0039,15,12,34,34,-0.132353
S0126,S0040,11,3,34,36,0.0714286
S0126,S0041,21,6,34,45,0.113924
S0126,S0042,17,8,34,40,0.0135135
S0126,S0043,27,9,34,51,0.105882
S0126,S0044,9,9,34,33,-0.134328
S0126,S0045,20,9,34,38,0.0277778
S0126,S0051,9,15,34,24,-0.362069
S0126,S0052,15,11,34,36,-0.1
S0126,S0053,12,6,34,27,0
S0126,S0054,21,5,34,50,0.130952
S0126,S0055,15,6,34,35,0.0434783
S0126,S0056,11,11,34,28,-0.177419
S0126,S0057,11,6,34,33,-0.0149254
S0126,S0062,18,9,34,38,0
S0126,S0063,14,2,34,38,0.138889
S0126,S0065,14,5,34,36,0.0571429
S0126,S0066,19,6,34,44,0.0897436
S0126,S0068,18,6,34,44,0.0769231
S0126,S0069,16,8,34,36,0
S0126,S0073,15,3,34,38,0.125
S0126,S0074,8,7,34,29,-0.0952381
S0126,S0075,18,7,34,40,0.0540541
S0126,S0076,10,6,34,31,-0.0307692
S0126,S0077,13,14,34,26,-0.25
S0126,S0078,23,7,34,45,0.113924
S0126,S0079,15,7,34,38,0.0138889
S0126,S0080,20,5,34,41,0.133333
S0126,S0081,24,5,34,45,0.177215
S0126,S0085,19,7,34,32,0.0757576
S0126,S0087,17,2,34,35,0.188406
S0126,S0088,12,5,34,29,0.031746
S0126,S0089,21,6,34,48,0.109756
S0126,S0090,18,6,34,35,0.0869565
S0126,S0091,18,6,34,39,0.0821918
S0126,S0092,17,7,34,35,0.0434783
S0126,S0093,16,5,34,40,0.0810811
S0126,S0099,15,9,34,35,-0.0434783
S0126,S0101,17,6,34,39,0.0684932
S0126,S0102,15,4,34,37,0.0985915
S0126,S0103,21,10,34,38,0.0138889
S0126,S0104,16,10,34,35,-0.057971
S0126,S0105,25,11,34,45,0.0379747
S0126,S0110,23,4,34,49,0.180723
S0126,S0111,20,7,34,42,0.0789474
S0126,S0112,26,6,34,49,0.168675
S0126,S0113,17,9,34,32,-0.0151515
S0126,S0114,19,5,34,40,0.121622
S0126,S0116,13,9,34,28,-0.0806452
S0126,S0117,15,9,34,29,-0.047619
S0126,S0121,26,0,34,68,0.254902
S0126,S0123,22,8,34,43,0.0779221
S0126,S0124,22,7,34,47,0.0987654
S0126,S0125,12,9,34,25,-0.101695
S0126,S0126,34,0,34,34,0.5
S0126,S0127,18,9,34,32,0
S0126,S0128,19,9,34,37,0.0140845
S0126,S0129,15,15,34,35,-0.217391
S0126,S0134,18,4,34,47,0.123457
S0126,S0135,17,7,34,36,0.0428571
S0126,S0136,13,13,34,28,-0.209677
S0126,S0137,22,8,34,38,0.0833333
S0126,S0138,15,7,34,36,0.0142857
S0126,S0139,15,9,34,37,-0.0422535
S0126,S0141,14,5,34,35,0.057971
S0126,S0146,20,5,34,45,0.126582
S0126,S0147,16,12,34,32,-0.121212
S0126,S0148,16,5,34,40,0.0810811
S0126,S0150,14,8,34,31,-0.0307692
S0126,S0151,18,2,34,40,0.189189
S0126,S0152,12,7,34,27,-0.0327869
S0126,S0153,19,8,34,37,0.0422535
S0126,S0157,16,10,34,34,-0.0588235
S0126,S0158,17,6,34,35,0.0724638
S0126,S0159,14,5,34,35,0.057971
S0126,S0161,18,12,34,35,-0.0869565
S0126,S0162,22,9,34,34,0.0588235
S0126,S0163,20,9,34,38,0.0277778
S0126,S0164,17,4,34,40,0.121622
S0126,S0165,15,3,34,39,0.123288
S0126,S0169,19,10,34,35,-0.0144928
S0126,S0170,16,7,34,34,0.0294118
S0126,S0171,30,3,34,59,0.258065
S0126,S0172,23,1,34,45,0.265823
S0126,S0173,26,13,34,43,0
S0126,S0174,24,10,34,43,0.0519481
S0126,S0175,11,8,34,26,-0.0833333
S0126,S0176,21,8,34,46,0.0625
S0126,S0177,14,6,34,33,0.0298507
S0126,S0181,17,0,34,32,0.257576
S0126,S0182,19,2,34,41,0.2
S0126,S0183,19,9,34,46,0.0125
S0126,S0184,19,6,34,44,0.0897436
S0126,S0185,6,4,34,25,-0.0338983
S0126,S0186,18,5,34,37,0.112676
S0126,S0187,16,4,34,31,0.123077
S0126,S0188,9,7,34,30,-0.078125
S0126,S0189,16,10,34,40,-0.0540541
S0127,S0001,18,12,32,34,-0.0909091
S0127,S0002,25,0,32,70,0.245098
S0127,S0004,10,11,32,31,-0.190476
S0127,S0005,16,9,32,44,-0.0263158
S0127,S0006,16,5,32,43,0.08
S0127,S0007,12,18,32,30,-0.387097
S0127,S0008,17,7,32,38,0.0428571
S0127,S0009,14,15,32,28,-0.266667
S0127,S0015,17,3,32,56,0.125
S0127,S0016,15,7,32,40,0.0138889
S0127,S0017,19,7,32,40,0.0694444
S0127,S0018,18,0,32,57,0.202247
S0127,S0019,14,10,32,38,-0.0857143
S0127,S0020,17,14,32,38,-0.157143
S0127,S0021,15,11,32,33,-0.107692
S0127,S0025,13,6,32,44,0.0131579
S0127,S0026,9,12,32,33,-0.230769
S0127,S0027,32,0,32,37,0.463768
S0127,S0028,15,8,32,40,-0.0138889
S0127,S0029,11,9,32,32,-0.109375
S0127,S0030,9,10,32,31,-0.174603
S0127,S0031,11,9,32,34,-0.106061
S0127,S0032,10,3,32,43,0.0533333
S0127,S0033,16,10,32,38,-0.0571429
S0127,S0037,21,6,32,45,0.116883
S0127,S0038,17,10,32,32,-0.046875
S0127,S0039,10,14,32,34,-0.272727
S0127,S0040,12,12,32,36,-0.176471
S0127,S0041,19,12,32,45,-0.0649351
S0127,S0042,15,1,32,40,0.180556
S0127,S0043,20,10,32,51,0
S0127,S0044,9,14,32,33,-0.292308
S0127,S0045,10,10,32,38,-0.142857
S0127,S0051,14,18,32,24,-0.392857
S0127,S0052,19,20,32,36,-0.308824
S0127,S0053,8,13,32,27,-0.305085
S0127,S0054,18,2,32,50,0.170732
S0127,S0055,15,5,32,35,0.0746269
S0127,S0056,12,14,32,28,-0.266667
S0127,S0057,12,13,32,33,-0.215385
S0127,S0062,13,13,32,38,-0.185714
S0127,S0063,15,14,32,38,-0.185714
S0127,S0065,12,12,32,36,-0.176471
S0127,S0066,18,9,32,44,0
S0127,S0068,21,9,32,44,0.0394737
S0127,S0069,19,16,32,36,-0.191176
S0127,S0073,13,7,32,38,-0.0142857
S0127,S0074,10,15,32,29,-0.327869
S0127,S0075,24,10,32,40,0.0555556
S0127,S0076,11,13,32,31,-0.238095
S0127,S0077,13,12,32,26,-0.189655
S0127,S0078,22,14,32,45,-0.0779221
S0127,S0079,14,13,32,38,-0.171429
S0127,S0080,15,10,32,41,-0.0684932
S0127,S0081,19,11,32,45,-0.038961
S0127,S0085,15,11,32,32,-0.109375
S0127,S0087,10,9,32,35,-0.119403
S0127,S0088,8,9,32,29,-0.163934
S0127,S0089,19,6,32,48,0.0875
S0127,S0090,13,12,32,35,-0.164179
S0127,S0091,16,14,32,39,-0.169014
S0127,S0092,16,10,32,35,-0.0597015
S0127,S0093,13,7,32,40,-0.0138889
S0127,S0099,16,11,32,35,-0.0895522
S0127,S0101,15,5,32,39,0.0704225
S0127,S0102,20,5,32,37,0.144928
S0127,S0103,16,9,32,38,-0.0285714
S0127,S0104,12,10,32,35,-0.119403
S0127,S0105,19,10,32,45,-0.012987
S0127,S0110,18,3,32,49,0.148148
S0127,S0111,13,8,32,42,-0.0405405
S0127,S0112,23,11,32,49,0.0123457
S0127,S0113,13,13,32,32,-0.203125
S0127,S0114,19,9,32,40,0.0138889
S0127,S0116,7,10,32,28,-0.216667
S0127,S0117,13,12,32,29,-0.180328
S0127,S0121,22,0,32,68,0.22
S0127,S0123,15,13,32,43,-0.146667
S0127,S0124,19,8,32,47,0.0379747
S0127,S0125,7,15,32,25,-0.403509
S0127,S0126,18,9,32,34,0
S0127,S0127,32,0,32,32,0.5
S0127,S0128,17,11,32,37,-0.0724638
S0127,S0129,12,12,32,35,-0.179104
S0127,S0134,14,2,32,47,0.126582
S0127,S0135,12,10,32,36,-0.117647
S0127,S0136,9,11,32,28,-0.216667
S0127,S0137,17,12,32,38,-0.1
S0127,S0138,15,10,32,36,-0.0735294
S0127,S0139,16,14,32,37,-0.173913
S0127,S0141,12,8,32,35,-0.0597015
S0127,S0146,19,11,32,45,-0.038961
S0127,S0147,13,12,32,32,-0.171875
S0127,S0148,13,8,32,40,-0.0416667
S0127,S0150,8,5,32,31,-0.031746
S0127,S0151,19,6,32,40,0.0972222
S0127,S0152,14,15,32,27,-0.271186
S0127,S0153,15,4,32,37,0.101449
S0127,S0157,13,9,32,34,-0.0757576
S0127,S0158,12,11,32,35,-0.149254
S0127,S0159,15,13,32,35,-0.164179
S0127,S0161,13,9,32,35,-0.0746269
S0127,S0162,15,18,32,34,-0.318182
S0127,S0163,15,12,32,38,-0.128571
S0127,S0164,16,9,32,40,-0.0277778
S0127,S0165,13,7,32,39,-0.0140845
S0127,S0169,15,10,32,35,-0.0746269
S0127,S0170,14,11,32,34,-0.121212
S0127,S0171,23,3,32,59,0.186813
S0127,S0172,22,9,32,45,0.0519481
S0127,S0173,18,10,32,43,-0.0266667
S0127,S0174,18,8,32,43,0.0266667
S0127,S0175,10,10,32,26,-0.172414
S0127,S0176,21,10,32,46,0.0128205
S0127,S0177,13,10,32,33,-0.107692
S0127,S0181,21,9,32,32,0.046875
S0127,S0182,15,11,32,41,-0.0958904
S0127,S0183,15,11,32,46,-0.0897436
S0127,S0184,16,10,32,44,-0.0526316
S0127,S0185,4,13,32,25,-0.385965
S0127,S0186,17,10,32,37,-0.0434783
S0127,S0187,15,10,32,31,-0.0793651
S0127,S0188,9,10,32,30,-0.177419
S0127,S0189,10,7,32,40,-0.0555556
S0128,S0001,17,6,37,34,0.0704225
S0128,S0002,32,0,37,70,0.299065
S0128,S0004,12,8,37,31,-0.0588235
S0128,S0005,20,7,37,44,0.0740741
S0128,S0006,20,5,37,43,0.125
S0128,S0007,12,10,37,30,-0.119403
S0128,S0008,14,4,37,38,0.08
S0128,S0009,13,7,37,28,-0.0153846
S0128,S0015,23,5,37,56,0.139785
S0128,S0016,18,8,37,40,0.025974
S0128,S0017,21,5,37,40,0.142857
S0128,S0018,29,4,37,57,0.223404
S0128,S0019,17,6,37,38,0.0666667
S0128,S0020,20,8,37,38,0.0533333
S0128,S0021,14,5,37,33,0.0571429
S0128,S0025,19,7,37,44,0.0617284
S0128,S0026,10,6,37,33,-0.0285714
S0128,S0027,18,9,37,37,0
S0128,S0028,20,2,37,40,0.207792
S0128,S0029,14,6,37,32,0.0289855
S0128,S0030,15,11,37,31,-0.102941
S0128,S0031,10,6,37,34,-0.028169
S0128,S0032,17,5,37,43,0.0875
S0128,S0033,13,8,37,38,-0.04
S0128,S0037,20,4,37,45,0.146341
S0128,S0038,18,6,37,32,0.0869565
S0128,S0039,18,12,37,34,-0.084507
S0128,S0040,20,10,37,36,0
S0128,S0041,15,5,37,45,0.0609756
S0128,S0042,15,8,37,40,-0.012987
S0128,S0043,27,8,37,51,0.125
S0128,S0044,16,7,37,33,0.0285714
S0128,S0045,15,11,37,38,-0.0933333
S0128,S0051,12,11,37,24,-0.163934
S0128,S0052,23,11,37,36,0.0136986
S0128,S0053,16,12,37,27,-0.125
S0128,S0054,24,3,37,50,0.206897
S0128,S0055,17,5,37,35,0.0972222
S0128,S0056,13,12,37,28,-0.169231
S0128,S0057,14,12,37,33,-0.142857
S0128,S0062,18,11,37,38,-0.0533333
S0128,S0063,13,7,37,38,-0.0133333
S0128,S0065,14,7,37,36,0
S0128,S0066,22,7,37,44,0.0987654
S0128,S0068,20,9,37,44,0.0246914
S0128,S0069,20,10,37,36,0
S0128,S0073,17,6,37,38,0.0666667
S0128,S0074,15,9,37,29,-0.0454545
S0128,S0075,19,6,37,40,0.0909091
S0128,S0076,15,12,37,31,-0.132353
S0128,S0077,12,12,37,26,-0.190476
S0128,S0078,21,8,37,45,0.0609756
S0128,S0079,16,5,37,38,0.08
S0128,S0080,22,9,37,41,0.0512821
S0128,S0081,20,7,37,45,0.0731707
S0128,S0085,19,7,37,32,0.0724638
S0128,S0087,18,8,37,35,0.0277778
S0128,S0088,17,15,37,29,-0.19697
S0128,S0089,24,7,37,48,0.117647
S0128,S0090,18,3,37,35,0.166667
S0128,S0091,18,11,37,39,-0.0526316
S0128,S0092,17,7,37,35,0.0416667
S0128,S0093,22,7,37,40,0.103896
S0128,S0099,18,9,37,35,0
S0128,S0101,18,6,37,39,0.0789474
S0128,S0102,18,9,37,37,0
S0128,S0103,21,8,37,38,0.0666667
S0128,S0104,15,8,37,35,-0.0138889
S0128,S0105,22,7,37,45,0.097561
S0128,S0110,28,8,37,49,0.139535
S0128,S0111,17,8,37,42,0.0126582
S0128,S0112,24,5,37,49,0.162791
S0128,S0113,20,9,37,32,0.0289855
S0128,S0114,17,9,37,40,-0.012987
S0128,S0116,17,9,37,28,-0.0153846
S0128,S0117,18,6,37,29,0.0909091
S0128,S0121,30,3,37,68,0.228571
S0128,S0123,15,6,37,43,0.0375
S0128,S0124,20,9,37,47,0.0238095
S0128,S0125,12,8,37,25,-0.0645161
S0128,S0126,19,9,37,34,0.0140845
S0128,S0127,17,11,37,32,-0.0724638
S0128,S0128,37,0,37,37,0.5
S0128,S0129,16,10,37,35,-0.0555556
S0128,S0134,21,3,37,47,0.178571
S0128,S0135,16,11,37,36,-0.0821918
S0128,S0136,15,14,37,28,-0.2
S0128,S0137,24,11,37,38,0.0266667
S0128,S0138,20,5,37,36,0.136986
S0128,S0139,17,7,37,37,0.0405405
S0128,S0141,20,6,37,35,0.111111
S0128,S0146,20,3,37,45,0.170732
S0128,S0147,15,7,37,32,0.0144928
S0128,S0148,16,7,37,40,0.025974
S0128,S0150,14,6,37,31,0.0294118
S0128,S0151,17,3,37,40,0.142857
S0128,S0152,15,5,37,27,0.078125
S0128,S0153,19,12,37,37,-0.0675676
S0128,S0157,19,10,37,34,-0.0140845
S0128,S0158,13,7,37,35,-0.0138889
S0128,S0159,16,4,37,35,0.111111
S0128,S0161,16,14,37,35,-0.166667
S0128,S0162,19,11,37,34,-0.0422535
S0128,S0163,15,10,37,38,-0.0666667
S0128,S0164,21,2,37,40,0.220779
S0128,S0165,22,9,37,39,0.0526316
S0128,S0169,19,8,37,35,0.0416667
S0128,S0170,16,6,37,34,0.056338
S0128,S0171,27,3,37,59,0.21875
S0128,S0172,18,3,37,45,0.146341
S0128,S0173,22,9,37,43,0.05
S0128,S0174,18,8,37,43,0.025
S0128,S0175,14,6,37,26,0.031746
S0128,S0176,26,10,37,46,0.0722892
S0128,S0177,17,8,37,33,0.0142857
S0128,S0181,15,6,37,32,0.0434783
S0128,S0182,20,11,37,41,-0.025641
S0128,S0183,18,8,37,46,0.0240964
S0128,S0184,25,7,37,44,0.135802
S0128,S0185,9,8,37,25,-0.112903
S0128,S0186,21,10,37,37,0.0135135
S0128,S0187,26,6,37,31,0.205882
S0128,S0188,12,2,37,30,0.119403
S0128,S0189,18,8,37,40,0.025974
S0129,S0001,15,5,35,34,0.0724638
S0129,S0002,27,1,35,70,0.238095
S0129,S0004,17,11,35,31,-0.0757576
S0129,S0005,17,5,35,44,0.0886076
S0129,S0006,19,4,35,43,0.141026
S0129,S0007,14,6,35,30,0.0307692
S0129,S0008,16,6,35,38,0.0547945
S0129,S0009,13,10,35,28,-0.111111
S0129,S0015,24,4,35,56,0.175824
S0129,S0016,16,6,35,40,0.0533333
S0129,S0017,18,12,35,40,-0.08
S0129,S0018,22,3,35,57,0.173913
S0129,S0019,15,6,35,38,0.0410959
S0129,S0020,18,8,35,38,0.0273973
S0129,S0021,17,12,35,33,-0.102941
S0129,S0025,17,7,35,44,0.0379747
S0129,S0026,18,9,35,33,0
S0129,S0027,16,12,35,37,-0.111111
S0129,S0028,16,10,35,40,-0.0533333
S0129,S0029,10,10,35,32,-0.149254
S0129,S0030,16,3,35,31,0.151515
S0129,S0031,14,4,35,34,0.0869565
S0129,S0032,16,4,35,43,0.102564
S0129,S0033,19,9,35,38,0.0136986
S0129,S0037,19,9,35,45,0.0125
S0129,S0038,15,8,35,32,-0.0149254
S0129,S0039,11,10,35,34,-0.130435
S0129,S0040,17,12,35,36,-0.0985915
S0129,S0041,20,13,35,45,-0.075
S0129,S0042,17,12,35,40,-0.0933333
S0129,S0043,18,5,35,51,0.0930233
S0129,S0044,17,3,35,33,0.161765
S0129,S0045,18,11,35,38,-0.0547945
S0129,S0051,11,3,35,24,0.0847458
S0129,S0052,16,4,35,36,0.112676
S0129,S0053,15,13,35,27,-0.177419
S0129,S0054,22,2,35,50,0.211765
S0129,S0055,12,1,35,35,0.142857
S0129,S0056,18,10,35,28,-0.031746
S0129,S0057,9,8,35,33,-0.102941
S0129,S0062,13,7,35,38,-0.0136986
S0129,S0063,15,5,35,38,0.0684932
S0129,S0065,17,7,35,36,0.0422535
S0129,S0066,16,6,35,44,0.0506329
S0129,S0068,23,8,35,44,0.0886076
S0129,S0069,14,8,35,36,-0.028169
S0129,S0073,14,9,35,38,-0.0547945
S0129,S0074,10,8,35,29,-0.09375
S0129,S0075,16,4,35,40,0.106667
S0129,S0076,11,9,35,31,-0.106061
S0129,S0077,15,15,35,26,-0.245902
S0129,S0078,14,4,35,45,0.075
S0129,S0079,15,8,35,38,-0.0136986
S0129,S0080,15,4,35,41,0.0921053
S0129,S0081,15,8,35,45,-0.0125
S0129,S0085,11,7,35,32,-0.0447761
S0129,S0087,17,6,35,35,0.0714286
S0129,S0088,14,14,35,29,-0.21875
S0129,S0089,21,3,35,48,0.180723
S0129,S0090,14,13,35,35,-0.171429
S0129,S0091,17,10,35,39,-0.0405405
S0129,S0092,15,12,35,35,-0.128571
S0129,S0093,19,6,35,40,0.0933333
S0129,S0099,21,14,35,35,-0.1
S0129,S0101,20,12,35,39,-0.0540541
S0129,S0102,15,11,35,37,-0.0972222
S0129,S0103,20,4,35,38,0.164384
S0129,S0104,12,6,35,35,0
S0129,S0105,22,4,35,45,0.175
S0129,S0110,21,5,35,49,0.130952
S0129,S0111,21,13,35,42,-0.0649351
S0129,S0112,21,5,35,49,0.130952
S0129,S0113,13,7,35,32,-0.0149254
S0129,S0114,20,16,35,40,-0.16
S0129,S0116,14,9,35,28,-0.0634921
S0129,S0117,11,6,35,29,-0.015625
S0129,S0121,28,1,35,68,0.252427
S0129,S0123,22,7,35,43,0.102564
S0129,S0124,14,3,35,47,0.097561
S0129,S0125,8,7,35,25,-0.1
S0129,S0126,15,15,35,34,-0.217391
S0129,S0127,12,12,35,32,-0.179104
S0129,S0128,16,10,35,37,-0.0555556
S0129,S0129,35,0,35,35,0.5
S0129,S0134,19,4,35,47,0.134146
S0129,S0135,20,8,35,36,0.056338
S0129,S0136,15,12,35,28,-0.142857
S0129,S0137,16,12,35,38,-0.109589
S0129,S0138,12,8,35,36,-0.056338
S0129,S0139,11,7,35,37,-0.0416667
S0129,S0141,10,7,35,35,-0.0571429
S0129,S0146,16,7,35,45,0.025
S0129,S0147,16,8,35,32,0
S0129,S0148,16,8,35,40,0
S0129,S0150,16,13,35,31,-0.151515
S0129,S0151,14,1,35,40,0.16
S0129,S0152,11,4,35,27,0.0483871
S0129,S0153,16,9,35,37,-0.0277778
S0129,S0157,17,10,35,34,-0.0434783
S0129,S0158,14,11,35,35,-0.114286
S0129,S0159,11,10,35,35,-0.128571
S0129,S0161,14,8,35,35,-0.0285714
S0129,S0162,10,7,35,34,-0.057971
S0129,S0163,16,8,35,38,0
S0129,S0164,15,4,35,40,0.0933333
S0129,S0165,16,4,35,39,0.108108
S0129,S0169,13,11,35,35,-0.128571
S0129,S0170,16,7,35,34,0.0289855
S0129,S0171,28,4,35,59,0.212766
S0129,S0172,21,7,35,45,0.0875
S0129,S0173,19,5,35,43,0.115385
S0129,S0174,16,4,35,43,0.102564
S0129,S0175,7,7,35,26,-0.114754
S0129,S0176,15,5,35,46,0.0617284
S0129,S0177,13,10,35,33,-0.102941
S0129,S0181,10,10,35,32,-0.149254
S0129,S0182,19,14,35,41,-0.118421
S0129,S0183,14,7,35,46,0
S0129,S0184,18,10,35,44,-0.0253165
S0129,S0185,11,15,35,25,-0.316667
S0129,S0186,15,9,35,37,-0.0416667
S0129,S0187,14,8,35,31,-0.030303
S0129,S0188,8,6,35,30,-0.0615385
S0129,S0189,17,9,35,40,-0.0133333
S0134,S0001,19,3,47,34,0.160494
S0134,S0002,42,0,47,70,0.358974
S0134,S0004,15,6,47,31,0.0384615
S0134,S0005,24,7,47,44,0.10989
S0134,S0006,33,0,47,43,0.366667
S0134,S0007,19,7,47,30,0.0649351
S0134,S0008,21,0,47,38,0.247059
S0134,S0009,17,3,47,28,0.146667
S0134,S0015,39,1,47,56,0.359223
S0134,S0016,24,6,47,40,0.137931
S0134,S0017,18,1,47,40,0.183908
S0134,S0018,39,0,47,57,0.375
S0134,S0019,22,7,47,38,0.0941176
S0134,S0020,21,5,47,38,0.129412
S0134,S0021,18,1,47,33,0.2
S0134,S0025,21,4,47,44,0.142857
S0134,S0026,20,5,47,33,0.125
S0134,S0027,15,1,47,37,0.154762
S0134,S0028,24,4,47,40,0.183908
S0134,S0029,13,7,47,32,-0.0126582
S0134,S0030,10,4,47,31,0.025641
S0134,S0031,15,2,47,34,0.135802
S0134,S0032,36,0,47,43,0.4
S0134,S0033,13,4,47,38,0.0588235
S0134,S0037,23,1,47,45,0.228261
S0134,S0038,15,3,47,32,0.113924
S0134,S0039,18,8,47,34,0.0246914
S0134,S0040,18,4,47,36,0.120482
S0134,S0041,20,3,47,45,0.152174
S0134,S0042,15,2,47,40,0.126437
S0134,S0043,22,3,47,51,0.163265
S0134,S0044,18,4,47,33,0.125
S0134,S0045,20,11,47,38,-0.0235294
S0134,S0051,13,6,47,24,0.0140845
S0134,S0052,18,6,47,36,0.0722892
S0134,S0053,16,5,47,27,0.0810811
S0134,S0054,27,1,47,50,0.257732
S0134,S0055,18,1,47,35,0.195122
S0134,S0056,18,1,47,28,0.213333
S0134,S0057,16,7,47,33,0.025
S0134,S0062,24,10,47,38,0.0470588
S0134,S0063,17,2,47,38,0.152941
S0134,S0065,20,2,47,36,0.192771
S0134,S0066,21,1,47,44,0.208791
S0134,S0068,27,2,47,44,0.252747
